batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
UNKNOWN,499254.444750,251.001350,70.000570,173.001350,158.001350,10.036799,28.564208,24.027844,10,76,110,110,110,0,180,0.132839,0.222684,0.000000,2081.000000,399.013470,0.000000,0.000000,0.000000
