batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
v3.1.0-61-g585a9e7,11200802.587179,1156.130475,79.720039,421.181925,393.600195,5.815058,56.272559,24.885462,168,121,31,31,4,0,27,2304,1.666803,1.895504,0.870968,63732.000000,349.865039,111847.123084,3528.000000,1128.000000,0.000000
